doi;pmid;pmcid;publication_year;publication_month;publication_day;cdw_name;cdw_country;article_type;exclusion_criteria;study_disciplines;cdw_exploitation_mode;cdw_effective_used
NULL;14728321;PMC1480037;2003;NA;NA;no name;United States;study:epidemiology:descriptive;NA;cardiovascular, pharmacology;retrospective;7321
NULL;14728404;PMC1480253;2003;NA;NA;no name;United States;study:epidemiology:descriptive;NA;biology, infectious diseases;retrospective;271939
NULL;12234716;NA;2002;10;NA;no name;United States;study:epidemiology:analytical;NA;endocrinology;retrospective;30383
NULL;11971885;PMC344584;2002;6;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;11911606;NA;2002;3;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;12766277;NA;2002;NA;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;12463869;PMC2244483;2002;NA;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;11433546;NA;2001;6;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11409277;NA;2001;6;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11234730;NA;2001;2;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11141515;PMC345645;2001;2;NA;no name;Germany;study:epidemiology:descriptive;NA;public health;retrospective;28293
NULL;11604699;NA;2001;NA;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;11452582;NA;2001;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11452581;NA;2001;NA;NA;NA;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;11452577;NA;2001;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11452576;NA;2001;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11452575;NA;2001;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11452574;NA;2001;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11452573;NA;2001;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11452578;NA;2001;NA;NA;University of Virginia Health System;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;11137474;NA;2e3;12;NA;Clinical data repository (CDR) at the University of Virginia Health System;NA;methods:cdw-follow-up;NA;"NA";"NA";NA
NULL;11066281;NA;2e3;3;NA;no name;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;11187663;NA;2e3;NA;NA;Management Information System;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;11187660;NA;2e3;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11187532;NA;2e3;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11079907;PMC2243721;2e3;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;11080028;PMC2243863;2e3;NA;NA;NA;NA;methods:cdw-tools;NA;"NA";"NA";NA
NULL;10622868;NA;1999;11;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10622921;NA;1999;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10620843;NA;1999;9;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10387700;NA;1999;5;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10387522;NA;1999;5;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10346471;NA;1999;3;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10724925;NA;1999;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10724922;NA;1999;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10566459;PMC2232504;1999;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10724937;NA;1999;NA;NA;resented Outpatient Health Care Statistics Data Warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10566432;PMC2232506;1999;NA;NA;Clinical Data Repository (CDR) at the University of Virginia Health Sciences Center;NA;methods:cdw-follow-up;NA;"NA";"NA";NA
NULL;10566489;PMC2232518;1999;NA;NA;COSTAR database at the Massachusetts General Hospital;NA;methods:cdw-follow-up;NA;"NA";"NA";NA
NULL;10338713;NA;1998;11;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10345385;NA;1998;9;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10185041;NA;1998;9;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10181908;NA;1998;8;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10181225;NA;1998;7;NA;Kaiser Permanente data warehouse;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;10181260;NA;1998;7;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10180968;NA;1998;7;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;9604782;NA;1998;6;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10184890;NA;1998;4;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10176450;NA;1998;2;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;9929220;PMC2232104;1998;NA;NA;CATCH;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;9929270;PMC2232066;1998;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;9726181;NA;1998;NA;NA;PENN;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;9450407;NA;1997;10;NA;CATCH;NA;methods:cdw-deployment;NA;"NA";"NA";NA
NULL;10175677;NA;1997;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10175200;NA;1997;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;9357597;PMC2233405;1997;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;9001850;NA;1996;12;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10162588;NA;1996;11;NA;Community Health Information Networks (CHINs) data warehouse;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10163171;NA;1996;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;8767375;NA;1996;NA;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10151631;NA;1995;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10151630;NA;1995;10;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
NULL;10140897;NA;1994;11;NA;NA;NA;methods:cdw-conception;NA;"NA";"NA";NA
10.1111/1475-6773.12550;27546309;PMC5517685;2017;8;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.acra.2017.02.017;28356203;NA;2017;8;NA;NYU Langone Medical Center Enterprise Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1007/s10549-017-4280-y;28493045;NA;2017;8;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.2105/AJPH.2017.303904;28727519;NA;2017;7;20;Indian Health Service National Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.adaj.2017.06.009;28728965;NA;2017;7;17;national dental data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1007/s11606-017-4095-x;28685482;NA;2017;7;6;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.ajog.2017.02.043;28267444;NA;2017;7;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.9778/cmajo.20160040;28659352;PMC5498315;2017;6;28;Clean Air Strategic Alliance Data Warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.hjdsi.2017.06.001;28655521;NA;2017;6;24;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1002/pds.4234;28608510;NA;2017;6;12;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.amepre.2017.04.001;28619532;NA;2017;6;7;NA;NA;exclusion;Virtual CDW;NA;"NA";NA
10.1093/ajcp/aqx033;28472350;NA;2017;6;1;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.2196/resprot.7562;28495660;PMC5445236;2017;5;11;Helsana Group data warehouse, SNIIRAM;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1007/s10729-017-9400-z;28488196;NA;2017;5;9;Administrative data warehouse of Regione Lombardia;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.acra.2017.03.010;28483308;NA;2017;5;5;NYU Langone Medical Center Enterprise Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1002/jbmr.3079;28229485;NA;2017;5;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/jamia/ocx038;28444384;NA;2017;4;21;no name;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1111/jdv.14280;28419674;NA;2017;4;17;Care Data Warehouse in Ostergötland;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.clinthera.2017.01.032;28284731;NA;2017;4;NA;Baltimore-area Medicaid data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.jacr.2016.10.025;28143752;NA;2017;4;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1053/j.gastro.2016.12.018;28043907;NA;2017;4;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1007/s40801-016-0102-5;28063028;PMC5332306;2017;3;NA;Claims Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.7205/MILMED-D-16-00183;28290947;NA;2017;3;NA;Department of Defense Pharmacy Data Transactions Service data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/jamia/ocw091;27402139;PMC5391723;2017;3;NA;none;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.ophtha.2016.10.036;27890437;NA;2017;3;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.amjmed.2016.10.018;27884649;NA;2017;3;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.arth.2016.09.004;27793498;NA;2017;3;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1186/s12913-017-2069-7;28209197;PMC5314632;2017;2;16;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1097/BRS.0000000000002118;28187074;NA;2017;2;9;DENALI;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.4140/TCP.n.2017.109;28569663;NA;2017;2;1;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1111/jcpt.12474;27882560;NA;2017;2;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1053/j.semperi.2016.09.013;27866661;NA;2017;2;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1093/database/bax034;28605771;PMC5467560;2017;1;1;CHOmine;NA;exclusion;Improper CDW content;NA;"NA";NA
10.14423/SMJ.0000000000000592;28052170;NA;2017;1;NA;no name;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1097/DCR.0000000000000721;27926558;NA;2017;1;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/pcp/pcw200;28013278;NA;2017;1;NA;ThaleMine;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1371/journal.pone.0174379;28350807;PMC5369776;2017;NA;NA;Cerner Health Facts;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1371/journal.pone.0176222;28437484;PMC5402933;2017;NA;NA;Electrocardiogram Vigilance with Electronic data Warehouse II (ECG-ViEW II);NA;exclusion;Improper CDW content;NA;"NA";NA
10.1111/1475-6773.12586;27766628;PMC5134214;2016;12;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.atherosclerosissup.2016.10.001;27939304;NA;2016;12;NA;familial hypercholesterolaemia Data Warehouse;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NA;27934670;NA;2016;12;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1097/CCM.0000000000001862;27509387;NA;2016;11;NA;MIMIC II;NA;exclusion;Other;NA;"NA";NA
10.1016/j.envpol.2016.01.022;26794340;NA;2016;10;NA;Global Monitoring Plan (GMP) for Persistent Organic Pollutants (POPs) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1111/1475-6773.12461;26898782;PMC5034198;2016;10;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.jhsa.2016.07.090;27546441;NA;2016;10;NA;U.S. CCH manufacturer's data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/protein/gzw035;27503952;PMC5001139;2016;9;NA;Dynameomics molecular dynamics data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1111/acem.13005;27155236;NA;2016;9;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.21037/jtd.2016.08.44;27651940;PMC5009069;2016;8;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.4158/EP15807.OR;27042746;NA;2016;8;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.cgh.2016.03.038;27058635;PMC4955682;2016;8;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1186/s12913-016-1489-0;27391599;PMC4939041;2016;7;8;Administrative data warehouse of Regione Lombardia;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1001/jamainternmed.2016.2275;27273792;PMC5380118;2016;7;1;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.ejca.2016.03.082;27237360;NA;2016;7;NA;no name;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;27355910;NA;2016;6;1;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.jaad.2016.01.048;26946986;PMC4945117;2016;6;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1007/s00347-016-0273-1;27251331;NA;2016;6;NA;Freiburg keratoconus registry;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1213/ANE.0000000000001321;27195619;NA;2016;6;NA;no name;NA;exclusion;Other;NA;"NA";NA
10.1016/j.dib.2016.04.044;27222852;PMC4865664;2016;6;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1111/apt.13580;26991059;PMC4917292;2016;5;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1186/s12888-016-0821-x;27112538;PMC4845377;2016;4;26;Chronic Condition Data Warehouse;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/s12864-016-2629-y;27118214;PMC4847265;2016;4;26;Integrated Microbial Genomes (IMG) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/s13104-016-2008-4;27067412;PMC4828898;2016;4;12;Care Data Warehouse register of Sweden;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/S0049-3848(16)30174-8;27161729;NA;2016;4;NA;no name;NA;exclusion;Fulltext not available;NA;"NA";NA
10.18632/oncotarget.7322;26885610;PMC4924670;2016;3;22;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.2196/resprot.5155;26952700;PMC4802105;2016;3;7;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;26745338;PMC4758226;2016;3;NA;NA;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1177/0194599815620778;26671905;NA;2016;3;NA;Henry Ford Virtual Data Warehouse Tumor Registry;NA;exclusion;Virtual CDW;NA;"NA";NA
10.1002/bjs.10117;26830251;NA;2016;3;NA;Hospital Episode Statistics data warehouse for England;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.5888/pcd13.150325;26851336;PMC4747436;2016;2;4;Centers for Disease Control and Prevention's (CDC's) National Quitline Data Warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;26862824;NA;2016;2;NA;an administrative data warehouse that contains admissions to all National Health Service hospitals in England;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1097/01.JHQ.0000479826.80326.2e;26730804;NA;2016;2;NA;New York State Medicaid Data Warehouse claims;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1007/978-1-4939-3609-0_15;27311473;NA;2016;NA;NA;diXa data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;28269945;PMC5333336;2016;NA;NA;Korean National Health Insurance Services (KNHIS);NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;27577428;NA;2016;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1155/2016/4121837;27493451;PMC4963559;2016;NA;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/s13040-016-0096-2;27152122;PMC4857381;2016;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/database/baw009;26989145;PMC4795931;2016;NA;NA;TargetMine data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.3350/cmh.2015.21.4.379;26770927;PMC4712166;2015;12;NA;no name;NA;exclusion;Other;NA;"NA";NA
10.1186/s12911-015-0215-x;26563260;PMC4643516;2015;11;12;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1186/s12859-015-0779-6;26537733;PMC4634576;2015;11;4;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/occmed/kqv074;26503980;NA;2015;11;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1016/j.ijmedinf.2015.08.007;26363001;NA;2015;11;NA;Health Insurance Review and Assessment (HIRA) Claims Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.tim.2015.07.012;26439299;NA;2015;11;NA;Integrated Microbial Genomes (IMG) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/jamia/ocv045;26198304;NA;2015;11;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1093/jnci/djv239;26296640;PMC4643633;2015;11;NA;Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.2196/resprot.5039;26503357;PMC4704915;2015;10;26;NA;NA;exclusion;Other;NA;"NA";NA
10.1016/j.jdent.2015.07.016;26234624;NA;2015;10;NA;Claims data of a major German national health insurance company (BARMER GEK);NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.jbi.2015.06.023;26188274;PMC4714951;2015;10;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.3390/brainsci5040419;26437432;PMC4701021;2015;9;30;NA;NA;exclusion;CDW defined as data visualisation tool;NA;"NA";NA
10.2215/CJN.12591214;26220816;PMC4527038;2015;8;7;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1007/s00335-015-9573-z;26092688;PMC4534495;2015;8;NA;MouseMine data warehouse (souris seulement);NA;exclusion;Improper CDW content;NA;"NA";NA
10.3348/kjr.2015.16.4.783;26175577;PMC4499542;2015;8;NA;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1097/MLR.0000000000000404;26225443;PMC4732933;2015;7;29;Cancer Research Network Virtual Data Warehouse;NA;exclusion;Virtual CDW;NA;"NA";NA
10.1007/s12098-015-1699-1;25712006;NA;2015;7;NA;NA;NA;exclusion;Other;NA;"NA";NA
NULL;26405775;NA;2015;6;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1016/j.revmed.2014.11.009;25547954;NA;2015;6;NA;Système national d'information inter-régime de l'assurance maladie (SNIIR-AM);NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/bioinformatics/btu827;25505093;PMC4410652;2015;5;1;Data Infrastructure for Chemical Safety Assessment (diXa);NA;exclusion;Improper CDW content;NA;"NA";NA
10.1097/MLR.0000000000000335;25872151;PMC4397662;2015;5;NA;no name;NA;exclusion;Virtual CDW;NA;"NA";NA
NULL;25910928;PMC4413863;2015;4;24;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.sste.2015.04.003;26046634;NA;2015;4;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1128/JCM.03464-14;25609721;PMC4365212;2015;4;NA;Optum Labs Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1097/01.JHQ.0000462683.70630.d7;26042763;NA;2015;3;6;New York State Medicaid Data Warehouse claims;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1038/eye.2014.308;25572584;PMC4366471;2015;3;NA;IMS Integrated Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.12788/jcso.0115;25880672;NA;2015;3;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/s12882-015-0016-6;25882434;PMC4355130;2015;2;26;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1176/appi.ps.201300518;25642610;PMC4315504;2015;2;1;HMO Research Network Virtual Data Warehouse;NA;exclusion;Virtual CDW;NA;"NA";NA
10.1002/jcph.375;25098860;PMC4570827;2015;1;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;25646879;NA;2015;1;NA;Health Resources and Services Administration (HRSA) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/jac/dku328;25304646;NA;2015;1;NA;IMS Health Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.3310/hta19060;25619533;PMC4781234;2015;1;NA;UK Drug Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.4172/2167-0870.1000222;26719818;PMC4692459;2015;NA;NA;Assessment of Worldwide Acute Kidney Injury, Renal Angina and Epidemiology (AWARE) data warehouse;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/s40064-015-0981-z;25977897;PMC4422830;2015;NA;NA;Cerner Health Facts;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1177/0046958015571131;25724749;NA;2015;NA;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1371/journal.pone.0133279;26214805;PMC4516264;2015;NA;NA;German Institute for Drug Use Evaluation (DAPI) Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1504/IJBRA.2015.068091;25786795;NA;2015;NA;NA;Hepatitis Delta Virus (HDV) data base (HDVDB);NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;26306285;PMC4525235;2015;NA;NA;Medicare Chronic Conditions Data Warehouse (CCW);NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;26668922;NA;2015;NA;NA;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;26262359;NA;2015;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1007/978-1-4939-1985-7_7;25417082;NA;2015;NA;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.3402/jmahp.v3.28076;27123180;PMC4802693;2015;NA;NA;plein de DB !!!;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/database/bav066;26130662;PMC4485433;2015;NA;NA;toxoMine;NA;exclusion;Improper CDW content;NA;"NA";NA
10.4338/ACI-2014-09-RA-0073;25848420;PMC4377567;2015;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.2106/JBJS.N.00462;25520421;PMC4271425;2014;12;17;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.2106/JBJS.N.00556;25520420;PMC4271421;2014;12;17;NA;NA;exclusion;Other;NA;"NA";NA
10.1186/s12913-014-0582-5;25467603;PMC4263202;2014;12;3;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1002/cam4.308;25060622;PMC4298380;2014;12;NA;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1002/pro.2537;25142412;PMC4241109;2014;11;NA;Dynameomics data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1310/hpj4909-839;25477615;PMC4252187;2014;10;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/1472-6963-14-410;25236590;PMC4180330;2014;9;19;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;25522627;NA;2014;9;NA;CDW sur le rat;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1002/art.38720;24891315;PMC4617772;2014;9;NA;IHS National Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1001/jamapediatrics.2014.339;25003562;PMC4529060;2014;9;NA;Perspective Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.ejca.2014.04.030;24928189;NA;2014;8;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1016/j.meatsci.2013.07.031;24035246;NA;2014;7;NA;BIF-Beef (Integrated and Functional Biology of Beef) data warehouse (animaux seulement);NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.jhin.2014.03.010;24856115;NA;2014;7;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;24942789;PMC4062705;2014;6;18;NA;NA;exclusion;Virtual CDW;NA;"NA";NA
10.1007/s11606-014-2767-3;24567199;PMC4026491;2014;6;NA;NA;NA;exclusion;Virtual CDW;NA;"NA";NA
NULL;24968632;NA;2014;6;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1038/bjc.2014.68;24569466;PMC3974085;2014;4;2;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1200/JCO.2013.52.3019;24516033;PMC3940541;2014;3;10;RECIST 1.1 data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.prevetmed.2014.01.017;24485708;NA;2014;3;1;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.jacr.2013.05.016;24075216;NA;2014;1;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/nar/gkt963;24165883;PMC3965111;2014;1;NA;Integrated Microbial Genomes (IMG) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkt1158;24265222;PMC3965049;2014;1;NA;InterMine-based data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1200/JOP.2013.001210;24443735;NA;2014;1;NA;McKesson Specialty Health financial data warehouse, Aetna claims data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1371/journal.pone.0102079;25014031;PMC4090166;2014;NA;NA;Celsius;NA;exclusion;Improper CDW content;NA;"NA";NA
